city	state_id	lat	lng	density	timezone
Kingsport	TN	36.5224	-82.5454	394	America/New_York
South Fulton	GA	33.6273	-84.58	446	America/New_York
Beaverton	OR	45.4779	-122.8168	1941	America/Los_Angeles
Rio Rancho	NM	35.2873	-106.6982	365	America/Denver
Prescott Valley	AZ	34.598	-112.3185	435	America/Phoenix
Orem	UT	40.2981	-111.6994	2030	America/Denver
Edinburg	TX	26.3196	-98.1597	843	America/Chicago
San Angelo	TX	31.4424	-100.4504	650	America/Chicago
Portsmouth	NH	43.058	-70.7826	528	America/New_York
Tracy	CA	37.7269	-121.4523	1364	America/Los_Angeles
Federal Way	WA	47.3091	-122.3358	1676	America/Los_Angeles
Lawrence	KS	38.9597	-95.2642	1100	America/Chicago
Manteca	CA	37.7927	-121.2264	1463	America/Los_Angeles
San Marcos	CA	33.135	-117.1743	1525	America/Los_Angeles
Sandy	UT	40.5709	-111.8506	1536	America/Denver
Riverview	FL	27.8227	-82.3023	801	America/New_York
Compton	CA	33.893	-118.2274	3688	America/Los_Angeles
Brockton	MA	42.0821	-71.0242	1732	America/New_York
Santa Fe	NM	35.6619	-105.9819	624	America/Denver
Hanford	CA	36.3274	-119.6549	1272	America/Los_Angeles
Middletown	OH	39.5033	-84.3659	720	America/New_York
Hesperia	CA	34.3975	-117.3147	505	America/Los_Angeles
Portsmouth	VA	36.8468	-76.354	1101	America/New_York
South Gate	CA	33.9447	-118.1926	5063	America/Los_Angeles
Roswell	GA	34.0391	-84.3513	899	America/New_York
Sunrise	FL	26.1547	-80.2997	2256	America/New_York
Bowling Green	KY	36.9716	-86.4378	684	America/Chicago
Lee's Summit	MO	38.9171	-94.3816	598	America/Chicago
Slidell	LA	30.2887	-89.7828	713	America/Chicago
Blacksburg	VA	37.23	-80.4279	868	America/New_York
Quincy	MA	42.2506	-71.0187	2199	America/New_York
Plantation	FL	26.1259	-80.2617	1675	America/New_York
Dearborn	MI	42.3127	-83.213	1502	America/Detroit
Lynn	MA	42.4781	-70.9664	3386	America/New_York
Livonia	MI	42.3972	-83.3733	1016	America/Detroit
Missoula	MT	46.8751	-114.0214	839	America/Denver
Arden-Arcade	CA	38.6017	-121.3845	2275	America/Los_Angeles
Fishers	IN	39.9588	-85.9659	1013	America/Indiana/Indianapolis
Mayagüez	PR	18.2003	-67.1397	1101	America/Puerto_Rico
Terre Haute	IN	39.466	-87.3751	684	America/Indiana/Indianapolis
Edmond	OK	35.6689	-97.416	424	America/Chicago
Menifee	CA	33.6909	-117.1849	772	America/Los_Angeles
Vineland	NJ	39.4653	-74.9981	335	America/New_York
Santa Monica	CA	34.0235	-118.481	4205	America/Los_Angeles
Alafaya	FL	28.528	-81.1868	1152	America/New_York
Suffolk	VA	36.6953	-76.6398	88	America/New_York
Carson	CA	33.8374	-118.2559	1883	America/Los_Angeles
Kirkland	WA	47.697	-122.2057	1976	America/Los_Angeles
Westminster	CA	33.7523	-117.9938	3494	America/Los_Angeles
San Leandro	CA	37.7074	-122.1599	2622	America/Los_Angeles
Lawton	OK	34.6175	-98.4202	443	America/Chicago
Bismarck	ND	46.8143	-100.7694	817	America/Chicago
Dover	NH	43.1887	-70.8845	461	America/New_York
Town 'n' Country	FL	28.0106	-82.5763	1569	America/New_York
Fall River	MA	41.7136	-71.1015	1044	America/New_York
Rapid City	SD	44.0716	-103.2204	540	America/Denver
Germantown	MD	39.1755	-77.2643	2029	America/New_York
Miami Beach	FL	25.8171	-80.1396	4489	America/New_York
Mount Pleasant	SC	32.8537	-79.8203	697	America/New_York
Albany	GA	31.5776	-84.1762	509	America/New_York
Chino	CA	33.9836	-117.6654	1162	America/Los_Angeles
Norwalk	CT	41.1144	-73.4215	1497	America/New_York
Florence	SC	34.178	-79.7898	643	America/New_York
State College	PA	40.7909	-77.8567	3567	America/New_York
Livermore	CA	37.6868	-121.7607	1339	America/Los_Angeles
Conroe	TX	30.3238	-95.4824	473	America/Chicago
Newton	MA	42.3316	-71.2085	1912	America/New_York
O'Fallon	MO	38.785	-90.7175	1142	America/Chicago
Dalton	GA	34.769	-84.972	612	America/New_York
Citrus Heights	CA	38.6948	-121.288	2380	America/Los_Angeles
Jackson	MI	42.2431	-84.4038	1148	America/Detroit
Waukegan	IL	42.3698	-87.8716	1389	America/Chicago
Muncie	IN	40.1989	-85.395	954	America/Indiana/Indianapolis
Newport Beach	CA	33.6151	-117.8668	1406	America/Los_Angeles
Decatur	IL	39.8557	-88.9342	646	America/Chicago
Homosassa Springs	FL	28.8119	-82.5392	223	America/New_York
Port Huron	MI	42.9821	-82.4388	1378	America/Detroit
Anderson	IN	40.0891	-85.6892	505	America/Indiana/Indianapolis
Bryan	TX	30.665	-96.3807	610	America/Chicago
Hawthorne	CA	33.9147	-118.3476	5417	America/Los_Angeles
Hoover	AL	33.3763	-86.8068	685	America/Chicago
Napa	CA	38.2975	-122.301	1675	America/Los_Angeles
Bloomington	MN	44.8306	-93.3151	948	America/Chicago
Clifton	NJ	40.863	-74.1575	2917	America/New_York
Springfield	OH	39.93	-83.7959	876	America/New_York
Hattiesburg	MS	31.3074	-89.317	332	America/Chicago
Whittier	CA	33.9678	-118.0188	2235	America/Los_Angeles
Largo	FL	27.9088	-82.7712	1763	America/New_York
Lake Forest	CA	33.6605	-117.6714	1955	America/Los_Angeles
New Braunfels	TX	29.6994	-98.1148	723	America/Chicago
Johns Creek	GA	34.0333	-84.2027	1059	America/New_York
Redwood City	CA	37.5025	-122.2253	1687	America/Los_Angeles
Alhambra	CA	34.084	-118.1355	4275	America/Los_Angeles
Troy	MI	42.5817	-83.1457	970	America/Detroit
Mission	TX	26.2039	-98.3256	890	America/Chicago
Alton	IL	38.9037	-90.152	652	America/Chicago
Goodyear	AZ	33.2614	-112.3622	168	America/Phoenix
Fort Myers	FL	26.6194	-81.8302	809	America/New_York
Williamsburg	VA	37.2693	-76.7076	649	America/New_York
Chino Hills	CA	33.9508	-117.7254	716	America/Los_Angeles
Melbourne	FL	28.1086	-80.6627	719	America/New_York
Buena Park	CA	33.8572	-118.0046	3015	America/Los_Angeles
Kankakee	IL	41.102	-87.8643	662	America/Chicago
Atascocita	TX	29.9777	-95.1953	1323	America/Chicago
Loveland	CO	40.4166	-105.0623	917	America/Denver
Westland	MI	42.3192	-83.3805	1544	America/Detroit
Cicero	IL	41.8445	-87.7593	5363	America/Chicago
Pine Hills	FL	28.5818	-81.4692	2577	America/New_York
San Ramon	CA	37.7624	-121.9365	1680	America/Los_Angeles
Cranston	RI	41.7658	-71.4858	1106	America/New_York
Somerville	MA	42.3908	-71.1014	7602	America/New_York
Silver Spring	MD	39.0028	-77.0207	3970	America/New_York
Warwick	RI	41.7062	-71.4334	894	America/New_York
Joplin	MO	37.0757	-94.5018	512	America/Chicago
Farmington Hills	MI	42.486	-83.3771	939	America/Detroit
Auburn	WA	47.3039	-122.2108	1056	America/Los_Angeles
Deerfield Beach	FL	26.305	-80.1277	2087	America/New_York
Tustin	CA	33.7311	-117.8107	2795	America/Los_Angeles
Franklin	TN	35.92	-86.8516	728	America/Chicago
Anderson	SC	34.5211	-82.6478	730	America/New_York
Lebanon	PA	40.3412	-76.4228	2388	America/New_York
Springdale	AR	36.1901	-94.1574	660	America/Chicago
Yauco	PR	18.0344	-66.8615	2064	America/Puerto_Rico
Madera	CA	36.963	-120.0778	1536	America/Los_Angeles
Brooklyn Park	MN	45.1112	-93.3505	1187	America/Chicago
Mountain View	CA	37.4001	-122.0796	2586	America/Los_Angeles
Lawrence	MA	42.7002	-71.1626	4458	America/New_York
Pleasanton	CA	37.6663	-121.8805	1279	America/Los_Angeles
Alameda	CA	37.7668	-122.267	2949	America/Los_Angeles
Zephyrhills	FL	28.2409	-82.1797	652	America/New_York
Lakewood	CA	33.8471	-118.1222	3272	America/Los_Angeles
Flagstaff	AZ	35.1872	-111.6194	428	America/Phoenix
Florence	AL	34.8303	-87.6655	591	America/Chicago
Folsom	CA	38.6668	-121.1422	1102	America/Los_Angeles
New Rochelle	NY	40.9304	-73.7836	2979	America/New_York
St. Joseph	MO	39.7598	-94.821	660	America/Chicago
Texarkana	TX	33.45	-94.0847	452	America/Chicago
Plymouth	MN	45.0225	-93.4617	931	America/Chicago
Flower Mound	TX	33.0343	-97.1146	725	America/Chicago
Valdosta	GA	30.8502	-83.2788	604	America/New_York
Pharr	TX	26.1685	-98.1904	1285	America/Chicago
Parma	OH	41.3843	-81.7286	1516	America/New_York
Newark	OH	40.0706	-82.425	923	America/New_York
Elizabethtown	KY	37.7031	-85.8773	428	America/New_York
Davis	CA	38.5553	-121.737	2657	America/Los_Angeles
St. Augustine	FL	29.8976	-81.31	610	America/New_York
Boynton Beach	FL	26.5281	-80.0811	1865	America/New_York
Perris	CA	33.7898	-117.2233	951	America/Los_Angeles
Anniston	AL	33.6712	-85.8135	181	America/Chicago
Sumter	SC	33.9392	-80.393	470	America/New_York
Upland	CA	34.1178	-117.6604	1916	America/Los_Angeles
Layton	UT	41.077	-111.962	1326	America/Denver
Kendall	FL	25.6697	-80.3556	1852	America/New_York
Morgantown	WV	39.6383	-79.9464	1172	America/New_York
Cedar Park	TX	30.5105	-97.8197	1168	America/Chicago
Auburn	AL	32.6087	-85.4903	417	America/Chicago
Camarillo	CA	34.223	-119.0321	1345	America/Los_Angeles
Cheyenne	WY	41.135	-104.7902	767	America/Denver
Bellflower	CA	33.888	-118.1271	4818	America/Los_Angeles
Watsonville	CA	36.9206	-121.7708	3016	America/Los_Angeles
Hammond	IN	41.6168	-87.4909	1293	America/Chicago
Baytown	TX	29.7587	-94.9671	793	America/Chicago
Wausau	WI	44.962	-89.6459	777	America/Chicago
Wyoming	MI	42.8908	-85.7066	1186	America/Detroit
Alexandria	LA	31.2923	-92.4702	630	America/Chicago
Hammond	LA	30.5061	-90.4563	565	America/Chicago
Baldwin Park	CA	34.0829	-117.9722	4404	America/Los_Angeles
Carmichael	CA	38.6318	-121.3263	1904	America/Los_Angeles
Battle Creek	MI	42.2985	-85.2296	463	America/Detroit
Bethlehem	PA	40.6266	-75.3679	1526	America/New_York
Fajardo	PR	18.3331	-65.6589	1156	America/Puerto_Rico
Gary	IN	41.5905	-87.3473	585	America/Chicago
Georgetown	TX	30.666	-97.6966	508	America/Chicago
Missouri City	TX	29.563	-95.5365	1002	America/Chicago
Oshkosh	WI	44.0227	-88.5619	953	America/Chicago
Milpitas	CA	37.4336	-121.8921	2153	America/Los_Angeles
Arlington Heights	IL	42.0955	-87.9826	1745	America/Chicago
Union City	CA	37.6032	-122.0181	1510	America/Los_Angeles
Wheeling	WV	40.0752	-80.6951	758	America/New_York
Harrisonburg	VA	38.4362	-78.8735	1192	America/New_York
Winchester	VA	39.1735	-78.1746	1172	America/New_York
Buckeye	AZ	33.4314	-112.6429	73	America/Phoenix
Rancho Cordova	CA	38.5737	-121.2527	830	America/Los_Angeles
Pocatello	ID	42.8724	-112.4647	648	America/Boise
Rochester Hills	MI	42.6645	-83.1563	874	America/Detroit
Bolingbrook	IL	41.6901	-88.1021	1154	America/Chicago
Pasco	WA	46.2506	-119.1305	844	America/Los_Angeles
Hilton Head Island	SC	32.1896	-80.7499	373	America/New_York
Centreville	VA	38.839	-77.4389	2401	America/New_York
Mansfield	OH	40.7656	-82.5275	581	America/New_York
Evanston	IL	42.0464	-87.6943	3671	America/Chicago
Camden	NJ	39.9361	-75.1073	3191	America/New_York
South Jordan	UT	40.557	-111.9784	1282	America/Denver
Jonesboro	AR	35.8212	-90.6791	372	America/Chicago
Lake Jackson	TX	29.0516	-95.4521	533	America/Chicago
Schaumburg	IL	42.0308	-88.0838	1468	America/Chicago
Altoona	PA	40.5082	-78.4007	1722	America/New_York
Apple Valley	CA	34.5352	-117.2109	367	America/Los_Angeles
Conway	AR	35.0753	-92.4692	559	America/Chicago
Ellicott City	MD	39.2774	-76.8345	942	America/New_York
Owensboro	KY	37.7575	-87.1172	1124	America/Chicago
Caguas	PR	18.2319	-66.0388	2587	America/Puerto_Rico
Southfield	MI	42.4765	-83.2605	1073	America/Detroit
Framingham	MA	42.3085	-71.4368	1123	America/New_York
Cleveland	TN	35.1817	-84.8707	642	America/New_York
New Britain	CT	41.6759	-72.7862	2090	America/New_York
Waukesha	WI	43.0087	-88.2464	1095	America/Chicago
Dale City	VA	38.6473	-77.3459	1953	America/New_York
Janesville	WI	42.6854	-89.0135	728	America/Chicago
Lauderhill	FL	26.1605	-80.2241	3255	America/New_York
Pawtucket	RI	41.8744	-71.3743	3199	America/New_York
Juana Díaz	PR	18.0532	-66.5044	1913	America/Puerto_Rico
Pittsburg	CA	38.0182	-121.8965	1566	America/Los_Angeles
Redlands	CA	34.0512	-117.1712	768	America/Los_Angeles
Maple Grove	MN	45.1089	-93.4626	848	America/Chicago
Mansfield	TX	32.569	-97.1213	752	America/Chicago
Woodbury	MN	44.9057	-92.923	788	America/Chicago
Wenatchee	WA	47.436	-120.3295	1250	America/Los_Angeles
Jackson	TN	35.6538	-88.8354	442	America/Chicago
Weston	FL	26.1006	-80.4054	1114	America/New_York
San Marcos	TX	29.8734	-97.9356	694	America/Chicago
Wilmington	DE	39.7415	-75.5416	2503	America/New_York
St. Charles	MO	38.7954	-90.5157	1099	America/Chicago
Eldersburg	MD	39.4041	-76.9528	296	America/New_York
North Richland Hills	TX	32.8604	-97.218	1500	America/Chicago
Casas Adobes	AZ	32.3423	-111.0113	1021	America/Phoenix
Sheboygan	WI	43.7403	-87.7316	1188	America/Chicago
Lodi	CA	38.1218	-121.2932	1884	America/Los_Angeles
Walnut Creek	CA	37.9024	-122.0399	1364	America/Los_Angeles
Passaic	NJ	40.8574	-74.1282	8600	America/New_York
Bristol	TN	36.5572	-82.2154	318	America/New_York
Decatur	AL	34.5731	-86.9905	386	America/Chicago
West Bend	WI	43.4173	-88.1818	785	America/Chicago
Glen Burnie	MD	39.156	-76.6071	1553	America/New_York
Lynwood	CA	33.924	-118.2016	5553	America/Los_Angeles
Dothan	AL	31.2336	-85.407	294	America/Chicago
Broomfield	CO	39.9542	-105.0526	813	America/Denver
Lima	OH	40.741	-84.112	1046	America/New_York
Florida	PR	18.3643	-66.5611	1170	America/Puerto_Rico
Homestead	FL	25.4665	-80.4472	1764	America/New_York
Delray Beach	FL	26.455	-80.0905	1672	America/New_York
Daytona Beach	FL	29.1995	-81.0982	404	America/New_York
Bossier City	LA	32.5224	-93.6668	601	America/Chicago
Poinciana	FL	28.1217	-81.4821	366	America/New_York
Parkersburg	WV	39.2623	-81.542	974	America/New_York
Rockville	MD	39.0834	-77.1553	1934	America/New_York
Yorba Linda	CA	33.889	-117.7714	1317	America/Los_Angeles
Union City	NJ	40.7675	-74.0323	20421	America/New_York
Palo Alto	CA	37.3905	-122.1468	1089	America/Los_Angeles
Redmond	WA	47.6763	-122.1169	1583	America/Los_Angeles
Longview	WA	46.1461	-122.963	989	America/Los_Angeles
Bay City	MI	43.5902	-83.8887	1249	America/Detroit
Dubuque	IA	42.5002	-90.707	725	America/Chicago
Porterville	CA	36.0643	-119.0338	1222	America/Los_Angeles
Gaithersburg	MD	39.1346	-77.2131	2539	America/New_York
Palatine	IL	42.118	-88.043	1927	America/Chicago
Rogers	AR	36.317	-94.1531	672	America/Chicago
Mount Vernon	WA	48.4203	-122.3115	1114	America/Los_Angeles
El Paso de Robles	CA	35.6394	-120.656	618	America/Los_Angeles
Mount Vernon	NY	40.9136	-73.8291	5943	America/New_York
Sherman	TX	33.6273	-96.6221	361	America/Chicago
Rocklin	CA	38.8075	-121.2489	1307	America/Los_Angeles
Hanover	PA	39.8118	-76.9836	1637	America/New_York
Rome	GA	34.2662	-85.1863	445	America/New_York
Lehi	UT	40.4136	-111.8725	920	America/Denver
South San Francisco	CA	37.6538	-122.4196	2805	America/Los_Angeles
Kenner	LA	30.0109	-90.2549	1732	America/Chicago
Guaynabo	PR	18.3832	-66.1134	2139	America/Puerto_Rico
West Des Moines	IA	41.5521	-93.7806	545	America/Chicago
Redondo Beach	CA	33.8577	-118.3765	4148	America/Los_Angeles
DeKalb	IL	41.9314	-88.7481	1027	America/Chicago
Petaluma	CA	38.2423	-122.6266	1630	America/Los_Angeles
Alpharetta	GA	34.0704	-84.2738	955	America/New_York
Carbondale	IL	37.7221	-89.2237	563	America/Chicago
Tamarac	FL	26.2056	-80.2539	2213	America/New_York
Victoria	TX	28.8287	-96.9849	692	America/Chicago
Albany	OR	44.6272	-123.0965	1190	America/Los_Angeles
Eagan	MN	44.817	-93.1638	821	America/Chicago
Saratoga Springs	NY	43.0674	-73.7775	385	America/New_York
Corvallis	OR	44.5698	-123.2779	1586	America/Los_Angeles
North Little Rock	AR	34.7807	-92.2371	487	America/Chicago
Glens Falls	NY	43.3109	-73.6458	1436	America/New_York
Michigan City	IN	41.7092	-86.869	590	America/Chicago
Ames	IA	42.0256	-93.6217	928	America/Chicago
Shawnee	KS	39.0158	-94.8076	605	America/Chicago
Eastvale	CA	33.9617	-117.5803	2003	America/Los_Angeles
Lakeville	MN	44.6774	-93.252	698	America/Chicago
Weirton	WV	40.406	-80.5671	394	America/New_York
Rowlett	TX	32.9155	-96.5489	1217	America/Chicago
Guayama	PR	17.9743	-66.1104	2100	America/Puerto_Rico
Schenectady	NY	42.8025	-73.9275	2337	America/New_York
Sammamish	WA	47.6017	-122.0416	1233	America/Los_Angeles
Castle Rock	CO	39.3763	-104.8535	733	America/Denver
Jupiter	FL	26.92	-80.1128	1162	America/New_York
Bayonne	NJ	40.6668	-74.1158	4318	America/New_York
Bethesda	MD	38.9866	-77.1188	1895	America/New_York
Blaine	MN	45.1696	-93.2077	763	America/Chicago
Laguna Niguel	CA	33.5275	-117.705	1704	America/Los_Angeles
Wellington	FL	26.6461	-80.2699	558	America/New_York
San Clemente	CA	33.4499	-117.6102	1365	America/Los_Angeles
Florence-Graham	CA	33.9682	-118.2447	7127	America/Los_Angeles
Ankeny	IA	41.7288	-93.6031	826	America/Chicago
East Orange	NJ	40.7651	-74.2117	6355	America/New_York
Tulare	CA	36.1995	-119.34	1222	America/Los_Angeles
Eden Prairie	MN	44.8488	-93.4595	765	America/Chicago
Noblesville	IN	40.0355	-86.0042	724	America/Indiana/Indianapolis
Castro Valley	CA	37.7088	-122.0626	1475	America/Los_Angeles
Port Charlotte	FL	26.9918	-82.114	872	America/New_York
Lake Elsinore	CA	33.6847	-117.3344	648	America/Los_Angeles
Fairbanks	AK	64.8353	-147.6533	382	America/Anchorage
South Hill	WA	47.1198	-122.2853	1331	America/Los_Angeles
Twin Rivers	NJ	40.2631	-74.4917	2208	America/New_York
Bellevue	NE	41.1485	-95.939	1168	America/Chicago
Casper	WY	42.842	-106.3208	847	America/Denver
Dublin	CA	37.7161	-121.8963	1618	America/Los_Angeles
Dundalk	MD	39.2704	-76.4942	1882	America/New_York
Port Orange	FL	29.1085	-81.0137	919	America/New_York
Haverhill	MA	42.7838	-71.0871	745	America/New_York
Grand Forks	ND	47.9214	-97.0884	783	America/Chicago
The Hammocks	FL	25.67	-80.4482	3117	America/New_York
Pflugerville	TX	30.4515	-97.6018	961	America/Chicago
Elmira	NY	42.0938	-76.8097	1450	America/New_York
Skokie	IL	42.036	-87.74	2428	America/Chicago
Sebring	FL	27.477	-81.453	398	America/New_York
Brentwood	CA	37.9356	-121.719	1636	America/Los_Angeles
Encinitas	CA	33.0492	-117.261	1275	America/Los_Angeles
La Habra	CA	33.9282	-117.9515	3207	America/Los_Angeles
Brentwood	NY	40.7839	-73.2522	2212	America/New_York
Springfield	OR	44.0538	-122.9811	1528	America/Los_Angeles
Coon Rapids	MN	45.1755	-93.3094	1070	America/Chicago
Montebello	CA	34.0155	-118.1108	2906	America/Los_Angeles
Waltham	MA	42.3889	-71.2423	1896	America/New_York
Pico Rivera	CA	33.9901	-118.0888	2902	America/Los_Angeles
North Miami	FL	25.9008	-80.1686	2860	America/New_York
Council Bluffs	IA	41.2369	-95.8516	560	America/Chicago
Doral	FL	25.8152	-80.3565	1741	America/New_York
Hamilton	OH	39.3939	-84.5653	1118	America/New_York
Great Falls	MT	47.5022	-111.2996	985	America/Denver
Rocky Mount	NC	35.9685	-77.804	466	America/New_York
Chapel Hill	NC	35.9271	-79.0391	1107	America/New_York
Palm Harbor	FL	28.0847	-82.7481	1375	America/New_York
Moore	OK	35.3293	-97.4757	1085	America/Chicago
Burnsville	MN	44.7648	-93.2793	952	America/Chicago
Spring	TX	30.0613	-95.383	1056	America/Chicago
Reston	VA	38.9497	-77.3461	1545	America/New_York
National City	CA	32.6654	-117.0983	3246	America/Los_Angeles
Taylor	MI	42.226	-83.2688	999	America/Detroit
Coconut Creek	FL	26.2803	-80.1842	2106	America/New_York
Millcreek	UT	40.6892	-111.8292	1839	America/Denver
Malden	MA	42.4305	-71.0576	4646	America/New_York
Marietta	GA	33.9533	-84.5422	999	America/New_York
Leander	TX	30.5728	-97.8618	624	America/Chicago
Monterey Park	CA	34.0497	-118.1326	3049	America/Los_Angeles
Lakewood	WA	47.1628	-122.5299	1370	America/Los_Angeles
Wesley Chapel	FL	28.2106	-82.3238	532	America/New_York
Novi	MI	42.4786	-83.4893	771	America/Detroit
Sanford	FL	28.7891	-81.2757	987	America/New_York
La Mesa	CA	32.7703	-117.0204	2556	America/Los_Angeles
Bristol	CT	41.6812	-72.9407	877	America/New_York
Taylorsville	UT	40.6569	-111.9493	2132	America/Denver
West Allis	WI	43.0068	-88.0296	2030	America/Chicago
Cupertino	CA	37.3168	-122.0466	2038	America/Los_Angeles
Woodland	CA	38.6712	-121.75	1506	America/Los_Angeles
Pontiac	MI	42.6493	-83.2878	1159	America/Detroit
Meriden	CT	41.5369	-72.7946	968	America/New_York
Gardena	CA	33.8943	-118.3072	3934	America/Los_Angeles
Royal Oak	MI	42.5084	-83.1539	1940	America/Detroit
Bartlett	TN	35.2337	-89.8195	708	America/Chicago
St. Clair Shores	MI	42.4925	-82.8961	1956	America/Detroit
San Rafael	CA	37.9905	-122.5221	1377	America/Los_Angeles
Fountainebleau	FL	25.7723	-80.346	5773	America/New_York
Greenwood	IN	39.6019	-86.1073	813	America/Indiana/Indianapolis
South Whittier	CA	33.9336	-118.0312	4239	America/Los_Angeles
Margate	FL	26.2466	-80.2119	2576	America/New_York
Orland Park	IL	41.6075	-87.8619	1023	America/Chicago
Des Plaines	IL	42.0345	-87.9008	1581	America/Chicago
Medford	MA	42.4234	-71.1087	2778	America/New_York
White Plains	NY	41.022	-73.7547	2306	America/New_York
Bowie	MD	38.9549	-76.7406	1098	America/New_York
Kokomo	IN	40.464	-86.1277	611	America/Indiana/Indianapolis
Hendersonville	TN	36.3063	-86.5997	711	America/Chicago
Huntington Park	CA	33.98	-118.2167	7414	America/Los_Angeles
Towson	MD	39.3944	-76.619	1569	America/New_York
St. Peters	MO	38.7825	-90.6061	989	America/Chicago
Santee	CA	32.8554	-116.9851	1340	America/Los_Angeles
Midwest City	OK	35.463	-97.371	908	America/Chicago
Richland	WA	46.2824	-119.2939	564	America/Los_Angeles
Bradenton	FL	27.4901	-82.5757	1543	America/New_York
Taunton	MA	41.9036	-71.0943	473	America/New_York
Casa Grande	AZ	32.9069	-111.7624	199	America/Phoenix
Huntersville	NC	35.406	-80.8716	535	America/New_York
Arcadia	CA	34.1342	-118.0373	2015	America/Los_Angeles
Palm Beach Gardens	FL	26.8466	-80.1679	374	America/New_York
